id,nombre,categoria,subcategoria,descripcion_corta,descripcion_larga,imagen,tipo_variante,opcion_1,precio_1,opcion_2,precio_2,opcion_3,precio_3,opcion_4,precio_4,opcion_5,precio_5
pimientaNG,Pimienta Negra en Grano,condimentos,,Especia de carácter intenso y aromático que aporta picor cálido y profundidad estructural.,"La pimienta negra en grano conserva intactos sus aceites esenciales hasta el momento de molerla, lo que permite liberar un aroma fresco, terroso y ligeramente amaderado con notas cálidas persistentes.

Es versátil y fundamental en casi toda preparación salada: carnes, vegetales, sopas, guisos, legumbres, salsas, adobos y mezclas especiadas. Al molerse al momento, su perfil se vuelve más complejo y vibrante que en su versión ya molida. Puede utilizarse también ligeramente triturada para aportar textura y puntos aromáticos más definidos.

Desde lo funcional, la pimienta negra es tradicionalmente considerada estimulante digestiva y activadora metabólica. Favorece la secreción de jugos gástricos, mejora la digestión y potencia la absorción de nutrientes (como en el caso de la cúrcuma). También se le atribuyen propiedades antioxidantes y efecto circulatorio estimulante.

✨ Energéticamente, la pimienta negra es fuego con raíz. Su energía es más terrenal y expansiva que la blanca. Representa vitalidad, presencia y firmeza. Activa sin perder conexión con la tierra.
Es impulso con sostén, carácter con equilibrio. No es delicada: es decidida.",pimienta negra en grano.png,peso,25g,840,50g,1630,100g,3210,,,,
piientaNM,Pimienta Negra Molida,condimentos,,Picante aromático intenso que aporta profundidad inmediata y energía activa a las preparaciones.,"La pimienta negra molida conserva el perfil terroso, cálido y ligeramente amaderado de la pimienta negra, pero al estar pulverizada ofrece integración rápida y homogénea. Es ideal para uso cotidiano en carnes, vegetales, sopas, guisos, aderezos y prácticamente cualquier plato salado.

Su sabor es directo, persistente y ligeramente expansivo. Aunque no tiene la chispa vibrante del grano recién molido, aporta practicidad sin perder carácter. Se recomienda añadirla hacia el final de la cocción para preservar mejor su aroma.

Desde lo funcional, mantiene su acción tradicional como estimulante digestiva y activadora circulatoria, favoreciendo la secreción de enzimas digestivas y potenciando la absorción de otros compuestos activos (como la curcumina de la cúrcuma). También aporta efecto termogénico suave.

✨ Energéticamente, la pimienta negra molida es energía constante y presente. No sorprende, pero sostiene. Representa firmeza cotidiana, carácter integrado y vitalidad práctica.
Si el grano es intensidad recién despertada, la molida es fuerza que ya está en acción.",Pimienta Negra Molida.jpg,peso,25g,500,50g,960,100g,1880,,,,
provenzal,Provenzal,condimentos,,Mezcla aromática clásica que aporta frescura herbal y profundidad equilibrada.,"El provenzal es un blend tradicional compuesto principalmente por ajo deshidratado y perejil seco. Su perfil es fresco, ligeramente intenso y vegetal, con un fondo cálido que equilibra preparaciones simples y complejas por igual.

Es ideal para carnes, papas al horno, vegetales salteados, panes saborizados, salsas rápidas, mantecas compuestas y aderezos caseros. También puede utilizarse como toque final para aportar aroma sin sobrecargar el plato.

Desde lo funcional, combina propiedades tradicionales del ajo (estimulante circulatorio y digestivo) con el perejil (depurativo suave y remineralizante). Es una mezcla que activa sin invadir, acompañando digestiones y aportando vitalidad ligera.

✨ Energéticamente, el provenzal representa equilibrio entre fuerza y frescura. El ajo aporta protección y activación; el perejil, renovación y claridad. Juntos generan una vibración de armonía práctica: energía que sostiene lo cotidiano con conciencia.
Es simple, pero coherente. No busca protagonismo, pero transforma el conjunto.",provenzal.webp,peso,25g,230,50g,410,100g,770,,,,
romero,Romero molido ,condimentos,,Hierba aromática intensa que aporta profundidad resinosa y carácter estructurante.,"El romero molido conserva el perfil potente y ligeramente amaderado del romero, con notas resinosas y cálidas que evocan monte y tierra seca. Al estar molido, se integra de manera más homogénea en masas, adobos, mezclas secas y preparaciones donde no se desea la textura de la hoja entera.

Es ideal para papas al horno, focaccias, panes caseros, carnes asadas, vegetales grillados y guisos rústicos. Combina muy bien con ajo, aceite de oliva, pimienta negra y limón. Debido a su intensidad, se recomienda usar con moderación.

Desde lo funcional, el romero es tradicionalmente reconocido como estimulante circulatorio, digestivo y tónico general. Se le atribuyen propiedades antioxidantes y apoyo en estados de fatiga leve o digestiones lentas. También ha sido valorado por su vínculo con la memoria y la claridad mental.

✨ Energéticamente, el romero es claridad y protección. Su energía es firme, estructurante y ligeramente ascendente. Representa lucidez, orden y fortalecimiento interior.
Es una hierba que despeja, que limpia lo denso y aporta enfoque. Trabaja simbólicamente la memoria, la conciencia y la fuerza tranquila.",Romero.jpg,peso,25g,350,50g,660,100g,1270,,,,
tomillo,Tomillo,condimentos,,Hierba aromática cálida y estructurante que aporta profundidad herbal y carácter firme a las preparaciones.,"El tomillo seco tiene un perfil aromático intenso, ligeramente picante y con notas cálidas y terrosas. Su sabor es más concentrado que el fresco, por lo que pequeñas cantidades bastan para perfumar guisos, sopas, caldos, legumbres, carnes blancas, vegetales asados y panes rústicos.

Tolera muy bien la cocción prolongada, liberando gradualmente sus aceites esenciales y aportando cuerpo a la preparación. Combina especialmente bien con laurel, romero, ajo y pimienta.

Desde lo funcional, el tomillo es tradicionalmente reconocido como antimicrobiano natural, digestivo y apoyo respiratorio suave. Se le atribuyen propiedades antioxidantes y estimulantes leves del sistema inmune. En infusión, ha sido utilizado como acompañamiento en estados gripales leves o congestión suave.

✨ Energéticamente, el tomillo es fortaleza y sostén. Su energía es estable, protectora y centrada. No es expansiva ni exuberante: es firme y confiable. Representa resistencia, claridad y estructura interna.
Trabaja simbólicamente la seguridad y la capacidad de sostener procesos con constancia.",Tomillo.jpg,peso,25g,400,50g,770,100g,1500,,,,
aguaribay,Aguaribay,hierbas,Respiratorias,Árbol aromático tradicionalmente utilizado como apoyo respiratorio y purificador natural.,"El aguaribay, también conocido como “pimiento” o “falso pimentero”, es un árbol muy presente en nuestra región. Sus hojas y frutos han sido utilizados en medicina tradicional por sus propiedades aromáticas y antisépticas.

Desde lo funcional, el aguaribay es reconocido como:

Expectorante tradicional: utilizado para acompañar resfríos y congestión leve.

Antiséptico respiratorio natural.

Antiinflamatorio leve en procesos respiratorios.

Descongestivo suave en infusión o vahos.

Uso externo tradicional en fricciones o preparados tópicos para aliviar molestias musculares leves.

Su aroma es penetrante pero más cálido y menos directo que el eucaliptus. Suele utilizarse en infusión suave o en preparados combinados.

Modo de uso:
Infusión ligera (½–1 cucharadita por taza), reposar 5–7 minutos.
También puede utilizarse en vahos.
En uso externo, tradicionalmente en maceraciones o friegas.

⚠️ No usar en embarazo. Utilizar en dosis moderadas. Evitar uso prolongado continuo.

✨ Energéticamente, el aguaribay es purificación y protección del entorno. Su energía es más envolvente que penetrante, como un escudo natural.
Trabaja la limpieza de ambientes y la liberación de cargas densas. Simboliza protección, espacio seguro y renovación del aire físico y emocional.",Aguaribay.jpg,peso,25g,310,50g,580,100g,1120,,,,
alcanfor,Alcanfor,hierbas,Respiratorias,"Planta aromática intensa de uso externo, utilizada para aliviar congestión y molestias musculares.","El alcanfor es una sustancia aromática obtenida tradicionalmente del árbol del alcanfor. Su aroma es penetrante, fresco y profundamente estimulante. En herboristería, se utiliza principalmente con fines externos debido a su potencia.

Desde lo funcional, el alcanfor es reconocido como:

Descongestivo respiratorio externo: aplicado en friegas sobre pecho y espalda para acompañar estados gripales leves.

Estimulante circulatorio local: favorece la sensación de calor en la zona aplicada.

Analgésico tópico suave: utilizado en fricciones para aliviar dolores musculares leves.

Repelente natural tradicional en algunos usos ambientales.

No se recomienda su uso interno. Su potencia radica en su acción tópica y aromática.

Modo de uso:
Uso externo en preparados (aceites macerados, friegas, pomadas).
También puede utilizarse en ambientes, en cantidades muy pequeñas.

⚠️ No ingerir.
No utilizar en niños pequeños ni en embarazo.
No aplicar sobre piel lesionada.
Usar siempre en dilución adecuada.

✨ Energéticamente, el alcanfor es activación y limpieza intensa. Su energía es penetrante y movilizadora. Despeja, corta y estimula.
Trabaja simbólicamente la liberación de bloqueos y la activación de zonas adormecidas. Es una planta de acción directa, no de sutileza.",Alcanfor.png,peso,25g,430,50g,810,100g,1580,,,,
arnica,Árnica,hierbas,Piel y Antiinflamatorias,"Planta antiinflamatoria de uso externo, tradicionalmente utilizada para golpes y molestias musculares.","La árnica es una de las plantas más reconocidas en fitoterapia para uso tópico. Sus flores contienen compuestos como lactonas sesquiterpénicas, responsables de su acción antiinflamatoria y estimulante de la circulación local.

Desde lo funcional, la árnica es reconocida como:

Antiinflamatoria tópica: utilizada en golpes, hematomas y contusiones leves.

Analgésica local suave: ayuda a aliviar molestias musculares y articulares leves.

Estimulante circulatoria local: favorece la reabsorción de hematomas.

Coadyuvante en contracturas leves (uso externo).

⚠️ Importante:
No se recomienda su uso interno en herboristería tradicional.
No aplicar sobre heridas abiertas.
No usar en embarazo sin supervisión.

Modo de uso:
Principalmente en preparados externos (aceites macerados, pomadas, compresas).
En herboristería seca puede destinarse a preparados tópicos artesanales.

✨ Energéticamente, la árnica es acción y recuperación. Su energía es directa y reparadora.
Trabaja simbólicamente el “golpe” — físico o emocional — ayudando a desinflamar y recomponer.
Representa resiliencia después del impacto.",Arnica.jpg,peso,25g,2140,50g,4240,100g,8440,,,,
boldo,Boldo,hierbas,Digestivas y Hepáticas,"Planta medicinal intensamente hepática que estimula, depura y favorece la función digestiva profunda.","El boldo (Peumus boldus) es una de las plantas más reconocidas en fitoterapia sudamericana por su acción directa sobre el hígado y la vesícula biliar. Sus hojas, de aroma fuerte y sabor amargo característico, contienen alcaloides como la boldina, responsables de gran parte de su efecto terapéutico.

Desde lo funcional, el boldo es tradicionalmente utilizado como:

Hepatoprotector y colerético: estimula la producción de bilis y favorece el funcionamiento hepático.

Colagogo: ayuda a facilitar la expulsión de bilis, útil en digestiones pesadas o grasas.

Digestivo amargo: activa secreciones digestivas y mejora digestiones lentas.

Carminativo leve: ayuda a reducir gases y distensión abdominal.

Depurativo hepático: muy usado en cambios de estación o cuando hay sensación de “hígado cargado”.

Se recomienda en casos de empacho, digestión lenta, sensación de pesadez después de comidas abundantes o cuando se busca acompañar procesos de limpieza hepática.

Modo de uso:
Infusión suave (1 cucharadita por taza), dejar reposar 5–7 minutos. No se recomienda el uso prolongado continuo; ideal en períodos cortos o en combinación con otras hierbas más suaves como manzanilla o menta.

⚠️ No se recomienda en embarazo, obstrucción biliar ni uso prolongado sin supervisión.

✨ Energéticamente, el boldo trabaja la depuración profunda. Es una planta de limpieza y liberación. Representa soltar lo acumulado, descomprimir lo estancado y recuperar claridad interna.
Su energía es amarga pero necesaria: ordena, limpia y restablece equilibrio. Trabaja simbólicamente el desapego y la capacidad de procesar lo que no fue digerido — física y emocionalmente.",boldo.webp,peso,25g,400,50g,760,100g,1470,,,,
burrito,Burrito,hierbas,Digestivas y Hepáticas,"Hierba aromática digestiva suave que calma, equilibra y armoniza el sistema gastrointestinal.","El burrito es una planta aromática de la misma familia que el cedrón, con un perfume dulce y ligeramente anisado, más suave y redondo que otras mentoladas. Su sabor es delicado, agradable y muy bien tolerado, lo que la convierte en una excelente opción para uso frecuente.

Desde lo funcional, el burrito es reconocido como:

Digestivo suave: ayuda en digestiones lentas o pesadas.

Carminativo: reduce gases y distensión abdominal.

Antiespasmódico leve: útil en cólicos digestivos moderados.

Relajante ligero: puede acompañar estados de nerviosismo leve que impactan en el estómago.

Armonizador gastrointestinal: ideal para personas sensibles.

Es una planta especialmente adecuada para quienes no toleran bien los amargos intensos como boldo o carqueja, pero necesitan acompañamiento digestivo.

Modo de uso:
Infusión (1 cucharadita por taza), reposar 5–7 minutos. Puede tomarse después de las comidas o por la noche. Combina muy bien con manzanilla o cedrón.

✨ Energéticamente, el burrito es suavidad y contención. Su energía es amable, armonizadora y maternal. No irrumpe ni moviliza de forma intensa: acompaña.
Trabaja la digestión emocional desde la calma, ayudando a integrar lo vivido sin sobrecargar. Es una planta de equilibrio cotidiano y cuidado amoroso.",burrito.jpg,peso,25g,700,50g,1350,100g,2650,,,,
calendula,Caléndula,hierbas,Piel y Antiinflamatorias,"Planta regeneradora y antiinflamatoria suave, aliada de la piel y las mucosas.","La caléndula es una de las plantas más nobles y versátiles en fitoterapia. Sus flores de color naranja intenso concentran flavonoides y carotenoides responsables de su acción calmante y reparadora.

Desde lo funcional, la caléndula es reconocida como:

Regeneradora cutánea: favorece la cicatrización de la piel.

Antiinflamatoria suave: útil en irritaciones leves.

Calmante de piel sensible.

Antiséptica ligera.

Uso tradicional en mucosas (gárgaras o lavados suaves en preparaciones adecuadas).

Apoyo digestivo leve cuando hay inflamación gástrica suave (uso interno moderado en infusión).

Es ampliamente utilizada tanto en infusión como en preparados externos (aceites, ungüentos, cremas).

Modo de uso:
Infusión (1 cucharadita por taza), reposar 7–10 minutos.
También puede utilizarse en compresas externas una vez fría.
En preparados tópicos es donde despliega gran parte de su potencial.

⚠️ Generalmente segura. Personas alérgicas a Asteraceae deben usar con precaución.

✨ Energéticamente, la caléndula es reparación y luz. Su energía es solar, cálida y suavemente expansiva.
Trabaja la sanación de heridas — visibles e invisibles — desde la ternura.
Representa cuidado consciente, renovación y autoestima restaurada.",calendula.jpeg,peso,25g,570,50g,1100,100g,2170,,,,
carqueja,Carqueja,hierbas,Digestivas y Hepáticas,"Planta amarga depurativa que estimula hígado, digestión y procesos de limpieza interna.","La carqueja (Baccharis trimera) es una hierba tradicional de Sudamérica ampliamente utilizada por su acción sobre el sistema hepático y digestivo. De sabor intensamente amargo, actúa como tónico natural que estimula funciones metabólicas profundas.

Desde lo funcional, la carqueja es reconocida como:

Hepática y colerética: estimula la producción de bilis y favorece el trabajo del hígado.

Digestiva amarga: activa secreciones gástricas, útil en digestiones lentas y pesadas.

Depurativa y desintoxicante: acompaña procesos de limpieza, especialmente en cambios de estación.

Diurética suave: favorece la eliminación de líquidos y toxinas.

Apoyo metabólico: tradicionalmente utilizada en acompañamiento de dietas depurativas o cuando hay sensación de pesadez general.

A diferencia del boldo, la carqueja suele percibirse como más integral en procesos de “orden metabólico”, no solo centrada en el hígado sino también en el equilibrio digestivo general.

Modo de uso:
Infusión (1 cucharadita por taza), dejar reposar 5–10 minutos. Puede tomarse antes de las comidas principales cuando se busca estimular digestión. Se recomienda uso por períodos y no de forma continua prolongada.

⚠️ Evitar en embarazo y en personas con úlcera activa o hipersensibilidad gástrica debido a su amargor intenso.

✨ Energéticamente, la carqueja es orden y disciplina interna. Es una planta que limpia lo excesivo y regula lo desbordado. Su energía es estructurante y clarificadora: ayuda a cortar hábitos pesados y a retomar equilibrio.
Trabaja simbólicamente el autocuidado consciente y la capacidad de reorganizar lo que se ha desordenado — física y emocionalmente.",Carqueja.jpg,peso,25g,340,50g,650,100g,1260,,,,
cedron,Cedrón,hierbas,Digestivas y Hepáticas,Planta aromática digestiva y calmante que armoniza sistema nervioso y digestivo.,"El cedrón es una hierba de aroma cítrico delicado y sabor suave, ampliamente utilizada en infusión por su acción equilibrante. A diferencia de los amargos hepáticos como boldo o carqueja, el cedrón trabaja desde la suavidad.

Desde lo funcional, el cedrón es reconocido como:

Digestivo y carminativo: ayuda a aliviar gases, cólicos leves y digestiones pesadas asociadas al estrés.

Antiespasmódico suave: útil en molestias digestivas nerviosas.

Relajante ligero del sistema nervioso: contribuye a disminuir tensión, ansiedad leve e inquietud.

Sedante suave: puede acompañar procesos de insomnio leve cuando el origen es mental o emocional.

Antioxidante leve gracias a sus compuestos fenólicos.

Es ideal cuando hay una conexión clara entre estrés y malestar digestivo, lo que en fitoterapia se conoce como “estómago nervioso”.

Modo de uso:
Infusión (1 cucharadita por taza), reposar 5–7 minutos. Puede tomarse después de las comidas o por la noche. Es una planta segura para uso frecuente en cantidades moderadas.

✨ Energéticamente, el cedrón es armonía y suavidad emocional. Su vibración es ligera y luminosa, asociada al equilibrio del corazón y la mente.
Trabaja la integración entre lo que pensamos y lo que sentimos. Es una planta que ordena sin imponer, que calma sin adormecer. Representa claridad serena y comunicación interna fluida.",cedron.jpg,peso,25g,480,50g,920,100g,1800,,,,
centella,Centella Asiática,hierbas,Circulatorias,Planta regeneradora y circulatoria que favorece la microcirculación y la reparación de tejidos.,"La centella asiática es una hierba rastrera utilizada desde hace siglos en la medicina tradicional asiática (Ayurveda y Medicina Tradicional China). A diferencia del ginkgo, que actúa principalmente a nivel cerebral, la centella tiene un enfoque más integral sobre la microcirculación y el tejido conectivo.

Desde lo funcional, la centella es reconocida como:

Mejoradora de la microcirculación periférica, especialmente venosa.

Tónica vascular, favoreciendo la elasticidad de los vasos sanguíneos.

Regeneradora del tejido conectivo, gracias a su acción sobre la síntesis de colágeno.

Apoyo en insuficiencia venosa leve, sensación de piernas pesadas o retención localizada.

Coadyuvante en celulitis y problemas circulatorios leves (uso interno y también tópico en otras presentaciones).

Apoyo cognitivo leve, en relación a circulación cerebral.

Antiinflamatoria suave y antioxidante.

Es una planta que trabaja estructura y circulación al mismo tiempo.

Modo de uso:
Infusión (1 cucharadita por taza), reposar 10 minutos.
Puede tomarse de forma sostenida por períodos moderados.

⚠️ Evitar en embarazo. En tratamientos circulatorios específicos, usar con acompañamiento profesional.

✨ Energéticamente, la centella asiática es regeneración y reconstrucción. Su energía es suave pero constante, trabaja desde la base, fortaleciendo estructura interna.
Representa reparación, crecimiento y renovación paciente. No es explosiva ni estimulante directa: es restauradora.",Centella Asiatica.jpg,peso,25g,880,50g,1720,100g,3400,,,,
citronela,Citronela,hierbas,Respiratorias,"Planta aromática fresca y cítrica, reconocida por su acción repelente y purificadora ambiental.","La citronela es una hierba de aroma intensamente cítrico y penetrante, muy utilizada por su efecto repelente natural de insectos. Su perfume es limpio, brillante y expansivo, lo que la convierte en una planta asociada tanto a la protección ambiental como al despeje energético.

Desde lo funcional, la citronela es reconocida como:

Repelente natural tradicional, especialmente contra mosquitos.

Purificadora ambiental, utilizada en sahumos o preparados aromáticos.

Antimicrobiana suave (uso externo).

Descongestiva ligera en uso aromático, cuando se utiliza en ambientes.

Refrescante y estimulante suave por vía olfativa.

En herboristería se utiliza principalmente de forma externa o ambiental. No es una planta de uso interno habitual.

Modo de uso:
En sahumos, bolsitas aromáticas o preparados externos.
También en maceraciones o preparados repelentes artesanales.

⚠️ No se recomienda su uso interno sin supervisión.
Evitar uso directo concentrado sobre piel sensible sin dilución.

✨ Energéticamente, la citronela es limpieza del entorno y protección sutil. Su energía es fresca, expansiva y luminosa.
Representa límite sano, cuidado del espacio personal y renovación del ambiente. Trabaja la sensación de liviandad y aire limpio, tanto físico como emocional.",citronela.png,peso,25g,880,50g,1720,100g,3400,,,,
cola ,Cola de Caballo,hierbas,Depurativas y Diuréticas,Planta diurética y remineralizante que favorece la eliminación de líquidos y fortalece tejidos.,"La cola de caballo es una de las plantas más antiguas del planeta desde el punto de vista botánico. Su tallo estéril es rico en minerales, especialmente silicio, lo que le otorga un perfil muy particular dentro de las plantas medicinales.

Desde lo funcional, es reconocida como:

Diurética natural: favorece la eliminación de líquidos retenidos y acompaña procesos de limpieza renal.

Remineralizante: aporta silicio, contribuyendo al fortalecimiento de uñas, cabello, piel y tejido conectivo.

Apoyo óseo: tradicionalmente utilizada como complemento en procesos que requieren sostén estructural.

Acompañamiento en vías urinarias leves, cuando se busca estimular eliminación suave.

Coadyuvante en procesos inflamatorios leves relacionados con retención de líquidos.

A diferencia de otras diuréticas, su riqueza mineral hace que no sea simplemente eliminadora, sino también fortalecedora.

Modo de uso:
Se recomienda en decocción (por su estructura rica en minerales): 1 cucharadita por taza, hervir 5–10 minutos y dejar reposar. Puede tomarse 1–2 veces al día en períodos acotados.

⚠️ Evitar uso prolongado sin descanso. No recomendada en embarazo ni en personas con insuficiencia renal sin supervisión profesional.

✨ Energéticamente, la cola de caballo representa estructura y sostén. Su energía es vertical y firme, asociada a la fortaleza interna y la resiliencia.
Trabaja simbólicamente la construcción paciente, el fortalecimiento progresivo y la estabilidad. No es una planta de movimiento rápido, sino de consolidación.",cola de caballo.png,peso,25g,310,50g,580,100g,1120,,,,
diente,Diente de León,hierbas,Digestivas y Hepáticas,"Planta depurativa integral que apoya hígado, riñones y procesos naturales de eliminación.","El diente de león (Taraxacum officinale) es una de las plantas más completas dentro de la fitoterapia tradicional. Se utilizan tanto sus hojas como su raíz, cada una con matices particulares. Su sabor es ligeramente amargo, pero mucho más amable que el boldo o la carqueja.

Desde lo funcional, el diente de león es reconocido como:

Hepático y colerético suave: estimula la función del hígado sin ser agresivo.

Diurético natural: favorece la eliminación de líquidos y toxinas a través de los riñones.

Depurativo sanguíneo tradicional: utilizado en procesos de limpieza interna.

Digestivo amargo moderado: activa secreciones digestivas y mejora digestiones lentas.

Remineralizante (en hojas): aporta minerales como potasio, acompañando procesos de depuración sin generar descompensación.

A diferencia de otras hierbas amargas más intensas, el diente de león es considerado una planta más equilibrada y nutritiva dentro de los depurativos.

Modo de uso:
Infusión de hojas o raíz (1 cucharadita por taza), reposar 7–10 minutos. Puede tomarse 1–2 veces al día durante períodos depurativos. También puede combinarse con carqueja o boldo en fórmulas más específicas.

⚠️ Evitar en obstrucción biliar sin supervisión. En personas con sensibilidad gástrica, comenzar con dosis suaves.

✨ Energéticamente, el diente de león es limpieza amable y resiliencia. Es una planta humilde que crece en cualquier lugar, simbolizando adaptación y fortaleza tranquila.
Su energía no es drástica: es constante, depurativa pero nutritiva al mismo tiempo. Trabaja el desapego sin violencia, la capacidad de soltar lo que ya no sirve mientras se fortalece lo esencial.",diente de leon.webp,peso,25g,360,50g,690,100g,1330,,,,
equinacea,Equinacea,hierbas,Inmunidad,Planta inmunoestimulante tradicional que fortalece las defensas naturales del organismo.," La equinácea es una de las plantas más reconocidas en fitoterapia moderna por su acción sobre el sistema inmune. Se utilizan principalmente la raíz y las partes aéreas, ricas en compuestos como alquilamidas, polisacáridos y flavonoides.

Desde lo funcional, la equinácea es reconocida como:

Inmunoestimulante: favorece la activación de las defensas naturales.

Inmunomoduladora: ayuda a equilibrar la respuesta inmune.

Apoyo en estados gripales iniciales: tradicionalmente utilizada al comienzo de resfríos.

Antiinflamatoria leve.

Antimicrobiana natural suave.

Coadyuvante en infecciones leves recurrentes, especialmente en cambios de estación.

Su mayor efectividad suele observarse cuando se utiliza al inicio de los síntomas, más que como preventivo permanente.

Modo de uso:
Infusión (1 cucharadita por taza), reposar 10 minutos.
Se recomienda usar en períodos cortos (7–10 días), especialmente ante primeros síntomas.

⚠️ No se recomienda uso prolongado continuo.
Evitar en enfermedades autoinmunes sin supervisión profesional.
No usar en embarazo sin acompañamiento.

✨ Energéticamente, la equinácea es fortaleza y límite sano. Su energía es protectora y estructurante.
Trabaja la capacidad de decir “hasta acá”, de reforzar fronteras personales y sostener el propio espacio.
Representa inmunidad no solo física, sino también emocional: saber defenderse sin cerrarse al mundo.",Equinacea.webp,peso,25g,850,50g,1660,100g,3280,,,,
eucaliptus,Eucaliptus,hierbas,Respiratorias,Planta aromática potente que despeja vías respiratorias y favorece la respiración profunda.,"El eucaliptus es una de las plantas más reconocidas en fitoterapia respiratoria. Sus hojas contienen aceites esenciales ricos en eucaliptol (1,8-cineol), responsables de su aroma penetrante y sensación inmediata de frescura.

Desde lo funcional, el eucaliptus es reconocido como:

Expectorante: ayuda a fluidificar secreciones bronquiales.

Descongestivo: favorece la apertura de vías respiratorias en resfríos leves.

Antiséptico respiratorio natural.

Antiinflamatorio leve de vías aéreas.

Apoyo en tos productiva leve.

Se utiliza principalmente en infusión, vahos o preparados externos. En infusión debe utilizarse en cantidades moderadas debido a su potencia.

Modo de uso:
Infusión suave (½ a 1 cucharadita por taza), reposar 5–7 minutos.
Para vahos: agregar hojas en agua caliente e inhalar vapor con precaución.

⚠️ No recomendado en niños pequeños sin supervisión. Evitar dosis altas. No usar aceite esencial internamente.

✨ Energéticamente, el eucaliptus es limpieza y expansión. Su energía es fresca, penetrante y liberadora. Trabaja el desapego de cargas, la liberación emocional y la necesidad de “tomar aire”.
Simboliza espacio, claridad y renovación.",Eucaliptus.jpg,peso,25g,450,50g,850,100g,1660,,,,
ginkgo,Ginkgo Biloba,hierbas,Circulatorias,Planta circulatoria que favorece la microcirculación y la claridad mental.,"El ginkgo biloba es uno de los árboles más antiguos del planeta y sus hojas en forma de abanico se utilizan tradicionalmente por su acción sobre el sistema vascular, especialmente a nivel cerebral.

Desde lo funcional, el ginkgo es reconocido como:

Mejorador de la microcirculación, especialmente cerebral.

Apoyo en memoria y concentración, cuando hay disminución leve asociada a circulación.

Antioxidante potente, gracias a sus flavonoides y terpenos.

Vasodilatador suave, favoreciendo flujo sanguíneo periférico.

Acompañamiento en sensación de manos y pies fríos (relacionado con circulación).

Apoyo en vértigo leve de origen circulatorio (tradicional).

Es una planta que no actúa como estimulante nervioso, sino optimizando el flujo sanguíneo que nutre tejidos.

Modo de uso:
Infusión (1 cucharadita por taza), reposar 10 minutos.
Su efecto es progresivo; se utiliza de forma sostenida por períodos.

⚠️ No combinar con anticoagulantes sin supervisión profesional. Suspender antes de cirugías. No recomendado en embarazo.

✨ Energéticamente, el ginkgo es claridad y longevidad. Su energía es ascendente y lúcida.
Trabaja la memoria no solo mental sino simbólica: conexión con la historia, raíces y aprendizaje acumulado.
Representa resistencia, sabiduría antigua y mente despejada.",Gingko Biloba.jpg,peso,25g,1050,50g,2050,100g,4060,,,,
hibiscus,Hibiscus - Flor de Jamaica,hierbas,Femenina,Flor antioxidante y reguladora suave que acompaña el equilibrio femenino y circulatorio.,"El hibiscus, conocido como flor de Jamaica, es una flor de color rojo intenso que aporta una infusión vibrante, ligeramente ácida y refrescante. Su sabor es frutal, similar al arándano o la granada, lo que la hace muy apreciada tanto caliente como fría.

Desde lo funcional, el hibiscus es reconocido como:

Antioxidante potente, rico en antocianinas.

Apoyo circulatorio, favoreciendo la salud vascular.

Regulador leve de la presión arterial (dentro de parámetros normales y bajo supervisión).

Diurético suave, acompañando eliminación de líquidos.

Digestivo ligero y refrescante.

Acompañamiento femenino tradicional, especialmente en ciclos donde se busca regular suavemente o aliviar sensación de inflamación premenstrual.

En el ámbito femenino, se lo asocia con el equilibrio del ciclo, la circulación pélvica y la sensación de liviandad durante el período premenstrual. No es una planta hormonal fuerte, sino más bien reguladora suave y circulatoria.

Modo de uso:
Infusión (1 cucharada de flores por taza), reposar 7–10 minutos.
Puede consumirse fría o caliente.
También puede combinarse con menta o jengibre para una bebida más estimulante.

⚠️ Evitar en embarazo.
Personas con presión baja deben usar con moderación.

✨ Energéticamente, el hibiscus es feminidad consciente y expansión del corazón. Su energía es vibrante, abierta y expresiva.
Trabaja la conexión con el cuerpo femenino, la creatividad y la autoexpresión.
Representa belleza, fuerza suave y energía cíclica.
Es flor que no se esconde: florece.",hibiscus.webp,peso,25g,670,50g,1300,100g,2560,,,,
malva,Malva,hierbas,Piel y Antiinflamatorias,Planta emoliente y antiinflamatoria suave que protege mucosas y calma irritaciones.,"La malva es una hierba delicada pero muy poderosa en su suavidad. Sus flores y hojas contienen mucílagos, compuestos naturales que al entrar en contacto con el agua generan una textura ligeramente viscosa y protectora.

Desde lo funcional, la malva es reconocida como:

Emoliente: forma una capa protectora sobre mucosas irritadas.

Antiinflamatoria suave a nivel digestivo y respiratorio.

Calmante de garganta en casos de irritación leve.

Digestiva suave, especialmente cuando hay inflamación o sensibilidad gástrica.

Reguladora intestinal ligera gracias a su efecto suavizante.

Uso externo tradicional en compresas para piel irritada o inflamada.

Es especialmente útil cuando hay inflamación acompañada de sequedad o irritación.

Modo de uso:
Infusión (1 cucharadita por taza), reposar 10 minutos.
Para potenciar el efecto mucilaginoso, puede dejarse en maceración en agua tibia por más tiempo.
También puede utilizarse en compresas externas.

⚠️ Generalmente segura en uso moderado.

✨ Energéticamente, la malva es protección y suavidad consciente. Su energía es envolvente, calmante y profundamente maternal.
Trabaja la irritación — física o emocional — ayudando a suavizar reacciones intensas.
Representa contención, descanso y reparación sin confrontación.",Malva.jpg,peso,25g,360,50g,670,100g,1300,,,,
